"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Kirby, George","669923","R","CU","311","81.8","2344","18.2",0.7873512350444549,0.8419735892204774,39.53277475157708,31.867002162177613,"Curveball","84","285","300",7.665772589399467,7.665772589399468,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"Williams, Trevor","592866","R","CU","165","76.7","2226","10",0.4366435880660627,0.5072912635545007,97.44476763757822,63.41887283044208,"Curveball","51","165","240",34.02589480713614,34.02589480713615,"-75",2,45,4,0,1,15,"2:45","4:00","-1H 15M"
,"Loáisiga, Jonathan","642528","R","CU","34","86.2","2624","13.3",0.5628037642836982,0.37709134395476773,73.26289944532347,101.57040421885087,"Curveball","38","210","150",-28.3075047735274,28.3075047735274,"60",3,30,2,30,1,0,"3:30","2:30","+1H 00M"
,"Mears, Nick","683232","R","CU","76","80.3","2438","15.6",0.7302433908826504,0.8049125497342521,9.964489890335699,8.593981163719548,"Curveball","80","345","345",1.3705087266161513,1.3705087266161495,"0",5,45,5,45,0,0,"5:45","5:45"," 0H 00M"
,"Rucinski, Drew","607968","R","CU","25","78.8","2442","12.5",0.513853387849314,0.5367777125434485,44.917827745027296,21.77408980238428,"Curveball","54","270","315",23.143737942643014,23.143737942643014,"-45",4,30,5,15,0,45,"4:30","5:15","-0H 45M"
,"Sandoval, Patrick","663776","L","CU","222","76.5","2723","18.4",0.7406090289365557,0.6919486193445327,326.3217351307359,330.5687062727758,"Curveball","69","420","420",-4.246971142039911,4.246971142039908,"0",7,0,7,0,0,0,"7:00","7:00"," 0H 00M"
,"Gray, Jon","592351","R","CU","148","78.2","2499","17.2",0.7254209297801871,0.7584103828948818,49.85279806004982,48.52791470119371,"Curveball","76","255","270",1.3248833588561126,1.3248833588561122,"-15",4,15,4,30,0,15,"4:15","4:30","-0H 15M"
,"Valdez, Framber","664285","L","CU","692","80.1","2849","19.8",0.7934940797059703,0.766240212158362,326.2762360946968,331.645345322602,"Curveball","77","420","420",-5.369109227905199,5.369109227905203,"0",7,0,7,0,0,0,"7:00","7:00"," 0H 00M"
,"Keller, Mitch","656605","R","CU","247","78","2604","21.8",0.9015194555579974,0.9303149671803961,35.70735553374203,37.02453771597956,"Curveball","93","285","285",-1.3171821822375307,1.3171821822375285,"0",4,45,4,45,0,0,"4:45","4:45"," 0H 00M"
,"Kelly, Merrill","518876","R","CU","306","82.1","2568","15.8",0.6931637977183677,0.6706146877399515,53.36824403692076,35.79996447234814,"Curveball","67","255","285",17.56827956457262,17.568279564572617,"-30",4,15,4,45,0,30,"4:15","4:45","-0H 30M"
,"Zimmermann, Bruce","669145","L","CU","23","81.3","2213","14.7",0.6573501770517511,0.6071505671650214,346.04781334726545,333.03562316035084,"Curveball","61","390","420",13.012190186914609,13.012190186914598,"-30",6,30,7,0,0,30,"6:30","7:00","-0H 30M"
,"Glasnow, Tyler","607192","R","CU","403","83.9","2726","16.1",0.6659931404800754,0.6999908933081723,14.670855074301073,3.5956904410408015,"Curveball","70","330","360",11.075164633260272,11.07516463326027,"-30",5,30,6,0,0,30,"5:30","6:00","-0H 30M"
,"Avila, Pedro","658648","R","CU","188","77.5","2691","20",0.8362878363250918,0.873814599302589,28.819700127838843,29.938541291280103,"Curveball","87","300","300",-1.1188411634412603,1.118841163441261,"0",5,0,5,0,0,0,"5:00","5:00"," 0H 00M"
,"Lively, Ben","594902","R","CU","99","76.4","1972","12.9",0.6022226427024205,0.7805837016435008,60.62105208786954,52.27088886704962,"Curveball","78","240","255",8.350163220819923,8.350163220819928,"-15",4,0,4,15,0,15,"4:00","4:15","-0H 15M"
,"Musgrove, Joe","605397","R","CU","362","81.3","2764","21",0.8568589520137194,0.8260828020360829,43.35459059128854,33.98115522382636,"Curveball","83","270","285",9.373435367462179,9.373435367462179,"-15",4,30,4,45,0,15,"4:30","4:45","-0H 15M"
,"Woodford, Jake","663765","R","CU","91","76.3","2420","20.7",0.8739991898528554,0.8955720468059293,36.03293536444693,33.22046381572983,"Curveball","90","285","300",2.812471548717099,2.812471548717106,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"Curry, Xzavion","675540","R","CU","173","75.1","2477","18.1",0.7582752164762852,0.7973219063610568,30.43326615879613,33.784171196721246,"Curveball","80","300","285",-3.3509050379251164,3.3509050379251133,"15",5,0,4,45,0,15,"5:00","4:45","+0H 15M"
,"Voth, Austin","608723","R","CU","190","77.3","2925","21.2",0.8328232454498061,0.7794462531881908,54.94984111586197,55.00970553035128,"Curveball","78","255","255",-0.05986441448931146,0.05986441448931721,"0",4,15,4,15,0,0,"4:15","4:15"," 0H 00M"
,"Bradford, Cody","674003","L","CU","21","81.9","2070","6.3",0.29332489507434895,0.2694234515195385,245.5098760027894,269.1512875301768,"Curveball","27","585","540",-23.641411527387362,23.641411527387323,"45",9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Keller, Brad","641745","R","CU","169","85.1","2518","10.3",0.4482319958670081,0.4915507563159328,56.59457278821763,28.697976340842672,"Curveball","49","240","300",27.89659644737496,27.896596447374964,"-60",4,0,5,0,1,0,"4:00","5:00","-1H 00M"
,"Peterson, David","656849","L","CU","158","78.6","2374","12.1",0.5187290336276605,0.6985099430706715,327.3849794492504,333.82330849461437,"Curveball","70","420","405",-6.4383290453639574,6.438329045363962,"15",7,0,6,45,0,15,"7:00","6:45","+0H 15M"
,"Bassitt, Chris","605135","R","CU","392","70.6","2270","23.3",0.9693641452206105,0.9478679256601419,39.859257774713114,39.44559036823645,"Curveball","95","285","285",0.41366740647666234,0.4136674064766551,"0",4,45,4,45,0,0,"4:45","4:45"," 0H 00M"
,"Teheran, Julio","527054","R","CU","124","77.4","2632","10.3",0.4302828740401437,0.48918339310328374,80.8934832507812,80.80349373039198,"Curveball","49","195","195",0.08998952038922425,0.08998952038921729,"0",3,15,3,15,0,0,"3:15","3:15"," 0H 00M"
,"Stratton, Chris","608717","R","CU","249","80.9","3225","20.5",0.803882727303463,0.7783056358884684,50.28737090539218,57.185382638772595,"Curveball","78","255","240",-6.8980117333804145,6.898011733380416,"15",4,15,4,0,0,15,"4:15","4:00","+0H 15M"
,"Kershaw, Clayton","477132","L","CU","343","73.4","2293","19.5",0.8269903550828169,0.8425028206455216,342.4553764823803,347.95473294550146,"Curveball","84","390","390",-5.49935646312116,5.499356463121139,"0",6,30,6,30,0,0,"6:30","6:30"," 0H 00M"
,"Smith-Shawver, AJ","700363","R","CU","55","76.8","2256","18.2",0.8157835862064634,0.8854759536030642,25.22615992100978,28.84160143806568,"Curveball","89","315","300",-3.615441517055899,3.615441517055895,"15",5,15,5,0,0,15,"5:15","5:00","+0H 15M"
,"Verlander, Justin","434378","R","CU","513","78.2","2715","17.7",0.7183895454212815,0.6853148247312337,39.27539458793612,24.407695450983283,"Curveball","69","285","315",14.867699136952837,14.867699136952828,"-30",4,45,5,15,0,30,"4:45","5:15","-0H 30M"
,"Barlow, Scott","605130","R","CU","390","78.6","2599","20.6",0.8645438185284252,0.8746359359134205,56.463059104630375,53.437370501577306,"Curveball","87","240","255",3.0256886030530694,3.025688603053067,"-15",4,0,4,15,0,15,"4:00","4:15","-0H 15M"
,"Ramírez, Erasmo","541640","R","CU","70","79.9","2503","9.1",0.3843765553150207,0.38571325723722594,79.15023045875284,48.697562559196086,"Curveball","39","195","270",30.452667899556758,30.452667899556765,"-75",3,15,4,30,1,15,"3:15","4:30","-1H 15M"
,"Morris, Cody","663752","R","CU","23","79.4","2418","19.7",0.835357803433595,0.8834132678399588,24.52636303137953,23.32111443635668,"Curveball","88","315","315",1.2052485950228515,1.2052485950228495,"0",5,15,5,15,0,0,"5:15","5:15"," 0H 00M"
,"Pérez, Martín","527048","L","CU","82","79.1","2443","8.2",0.35082266162140724,0.285390506440864,304.9919437890253,331.54812050242253,"Curveball","29","465","420",-26.556176713397235,26.556176713397214,"45",7,45,7,0,0,45,"7:45","7:00","+0H 45M"
,"Contreras, Roansy","672710","R","CU","132","76.8","2628","19.6",0.802530048463272,0.8576055051539966,31.850099473262617,33.134192385334075,"Curveball","86","300","300",-1.2840929120714577,1.2840929120714628,"0",5,0,5,0,0,0,"5:00","5:00"," 0H 00M"
,"Watkins, Spenser","657093","R","CU","18","76.4","2483","15.4",0.6468643895839209,0.6542638690970888,56.75098755860023,58.65526465404808,"Curveball","65","240","240",-1.9042770954478527,1.9042770954478467,"0",4,0,4,0,0,0,"4:00","4:00"," 0H 00M"
,"Thompson, Zack","668868","L","CU","316","75.4","2827","23.4",0.9426828687395913,0.9404120101166675,342.25074371822035,342.81329148838097,"Curveball","94","390","390",-0.5625477701606201,0.5625477701606673,"0",6,30,6,30,0,0,"6:30","6:30"," 0H 00M"
,"Walker, Taijuan","592836","R","CU","161","74.8","2352","16.3",0.6832878385729149,0.7252639947728166,46.41253022520047,29.943723267799527,"Curveball","73","270","300",16.468806957400943,16.468806957400943,"-30",4,30,5,0,0,30,"4:30","5:00","-0H 30M"
,"Harvey, Hunter","640451","R","CU","70","83.1","2055","16",0.7390834051324816,0.8582825486283988,33.173825879228616,28.391853092145453,"Curveball","86","300","300",4.781972787083163,4.7819727870831645,"0",5,0,5,0,0,0,"5:00","5:00"," 0H 00M"
,"Cabrera, Edward","665795","R","CU","414","84.6","2597","14.6",0.6230272372941646,0.647082441160746,37.63967799707811,47.843601217159915,"Curveball","65","285","270",-10.203923220081805,10.203923220081814,"15",4,45,4,30,0,15,"4:45","4:30","+0H 15M"
,"Jackson, Andre","656578","R","CU","65","81.5","2230","19.8",0.9079581703235127,0.9607121198988207,20.06243394676136,20.096438474510563,"Curveball","96","315","315",-0.03400452774920382,0.03400452774920351,"0",5,15,5,15,0,0,"5:15","5:15"," 0H 00M"
,"Coonrod, Sam","656322","R","CU","21","82.4","2598","15.4",0.6594117225481234,0.4150215822727683,83.59987969818779,108.73939434765302,"Curveball","42","195","150",-25.139514649465227,25.13951464946522,"45",3,15,2,30,0,45,"3:15","2:30","+0H 45M"
,"Underwood Jr., Duane","621249","R","CU","69","83.2","2309","12.4",0.5426771862576008,0.5900226143976026,60.79800180928417,38.2397796738999,"Curveball","59","240","285",22.55822213538427,22.55822213538426,"-45",4,0,4,45,0,45,"4:00","4:45","-0H 45M"
,"Oviedo, Johan","670912","R","CU","443","80.9","2388","8.3",0.3637073465354165,0.47319394851503577,93.28422040111268,72.65882462260838,"Curveball","47","180","210",20.6253957785043,20.625395778504295,"-30",3,0,3,30,0,30,"3:00","3:30","-0H 30M"
,"Zastryzny, Rob","642239","L","CU","99","82.1","2329","12",0.5254293836356397,0.3469148143998508,270.74993734692976,257.2545471712441,"Curveball","35","540","570",13.495390175685657,13.495390175685662,"-30",9,0,9,30,0,30,"9:00","9:30","-0H 30M"
,"Wheeler, Zack","554430","R","CU","344","81.4","2740","16.4",0.6740839911551862,0.6578446888793203,54.56500419817783,39.52777480267187,"Curveball","66","255","285",15.03722939550596,15.03722939550597,"-30",4,15,4,45,0,30,"4:15","4:45","-0H 30M"
,"Sands, Cole","663485","R","CU","78","80.4","2925","19.2",0.7828495033389338,0.7239367656667305,52.57289954836632,64.8432883123574,"Curveball","72","255","225",-12.270388763991079,12.270388763991079,"30",4,15,3,45,0,30,"4:15","3:45","+0H 30M"
,"Lynn, Lance","458681","R","CU","225","80.8","2507","15.1",0.6484280757367885,0.4869797072972899,57.80372517506329,80.37611589415205,"Curveball","49","240","195",-22.57239071908876,22.572390719088748,"45",4,0,3,15,0,45,"4:00","3:15","+0H 45M"
,"Yarbrough, Ryan","642232","L","CU","355","71.9","2161","15.3",0.6677332233095856,0.706617421851663,265.8636655408352,255.8990860860975,"Curveball","71","555","570",9.964579454737702,9.964579454737752,"-15",9,15,9,30,0,15,"9:15","9:30","-0H 15M"
,"Faucher, Calvin","676534","R","CU","53","84.7","2867","18.3",0.7398966550342254,0.670056149895657,21.095581477478845,25.014874764255296,"Curveball","67","315","315",-3.919293286776451,3.9192932867764516,"0",5,15,5,15,0,0,"5:15","5:15"," 0H 00M"
,"Germán, Domingo","593334","R","CU","667","82.9","2668","1.9",0.08018033924796804,0.09759756715044506,180.49937539029625,99.22706577691709,"Curveball","10","720","165",81.27230961337916,81.27230961337915,"-165",12,0,2,45,2,45,"12:00","2:45","-2H 45M"
,"Vespi, Nick","663989","L","CU","35","80.2","2424","14",0.5977513476047784,0.6399005903879189,310.7091371699661,305.80465662996556,"Curveball","64","465","465",4.90448054000052,4.90448054000053,"0",7,45,7,45,0,0,"7:45","7:45"," 0H 00M"
,"Padilla, Nicholas","656820","R","CU","19","80","2767","20.7",0.8660801019697042,0.8816680247742438,39.289635204743604,36.765994904304506,"Curveball","88","285","285",2.523640300439098,2.5236403004391024,"0",4,45,4,45,0,0,"4:45","4:45"," 0H 00M"
,"Hill, Rich","448179","L","CU","876","72","2617","24.1",0.9735125746660569,0.9583966258399883,313.59942464939684,312.2372595241249,"Curveball","96","450","450",1.362165125271929,1.3621651252718727,"0",7,30,7,30,0,0,"7:30","7:30"," 0H 00M"
,"Luetge, Lucas","476595","L","CU","38","73","2499","21.4",0.8940845095209223,0.8952218432361203,330.10959077916084,329.4000449485718,"Curveball","90","420","420",0.7095458305890361,0.709545830589097,"0",7,0,7,0,0,0,"7:00","7:00"," 0H 00M"
,"Miller, Tyson","668338","R","CU","31","80.2","2653","16.4",0.6965163135269437,0.7281260479074873,62.049786839461675,52.79317300344819,"Curveball","73","240","255",9.256613836013486,9.256613836013479,"-15",4,0,4,15,0,15,"4:00","4:15","-0H 15M"
,"McKenzie, Triston","663474","R","CU","50","78.8","2216","12",0.5429153744315989,0.6262605350005664,34.60883780558919,40.85001175001895,"Curveball","63","285","285",-6.241173944429761,6.241173944429764,"0",4,45,4,45,0,0,"4:45","4:45"," 0H 00M"
,"Hudson, Dakota","641712","R","CU","70","81.4","2454","10.8",0.4774053518130602,0.6492265224303256,41.33783559474767,52.90963077234383,"Curveball","65","270","255",-11.571795177596158,11.571795177596162,"15",4,30,4,15,0,15,"4:30","4:15","+0H 15M"
,"Miller, Bobby","676272","R","CU","359","80.6","2812","19.3",0.7981365767160975,0.7710642270556255,37.519494042024945,30.738011144540593,"Curveball","77","285","300",6.781482897484352,6.781482897484353,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"Ortiz, Luis F.","656814","R","CU","23","79.6","2827","20.1",0.808406917314531,0.7739183805410041,52.789533045449375,46.99866308247792,"Curveball","77","255","270",5.790869962971456,5.7908699629714615,"-15",4,15,4,30,0,15,"4:15","4:30","-0H 15M"
,"Kerr, Ray","678061","L","CU","185","82.5","1921","4.9",0.23974489395906082,0.3494171393188701,331.66779771233644,356.73738757583766,"Curveball","35","420","360",-25.06958986350122,25.069589863501253,"60",7,0,6,0,1,0,"7:00","6:00","+1H 00M"
,"Staumont, Josh","622251","R","CU","68","81.8","2689","18.1",0.7631310304877632,0.8616193339534012,18.812955249156914,30.630789208127,"Curveball","86","315","300",-11.817833958970084,11.817833958970086,"15",5,15,5,0,0,15,"5:15","5:00","+0H 15M"
,"Sborz, Josh","622250","R","CU","213","85.2","2241","18.5",0.8435540142367318,0.7507889549547476,24.17807900213944,41.829763230486805,"Curveball","75","315","270",-17.651684228347364,17.651684228347367,"45",5,15,4,30,0,45,"5:15","4:30","+0H 45M"
,"Paddack, Chris","663978","R","CU","12","79.7","2128","15.4",0.7885841764238913,0.829834590332917,28.44766166039952,16.755845532921114,"Curveball","83","300","330",11.691816127478404,11.6918161274784,"-30",5,0,5,30,0,30,"5:00","5:30","-0H 30M"
,"Allard, Kolby","663465","L","CU","42","72.7","2028","19.6",0.9006252066406423,0.9555510984199461,336.2918080993585,338.86828594677854,"Curveball","96","405","405",-2.576477847420051,2.5764778474200494,"0",6,45,6,45,0,0,"6:45","6:45"," 0H 00M"
,"Crismatt, Nabil","622503","R","CU","52","72.8","2272","22",0.9191125598222726,0.9589416863354931,40.82550498007629,39.75420975663039,"Curveball","96","285","285",1.071295223445901,1.0712952234459032,"0",4,45,4,45,0,0,"4:45","4:45"," 0H 00M"
,"Phillips, Connor","683175","R","CU","38","82.2","2194","14.7",0.6701463948129439,0.7525579795437229,32.19481777562663,16.535784909261167,"Curveball","75","300","330",15.659032866365465,15.659032866365468,"-30",5,0,5,30,0,30,"5:00","5:30","-0H 30M"
,"Scherzer, Max","453286","R","CU","303","75.3","2717","19.9",0.8052512272404604,0.7697010217253789,58.58201196676603,51.442561309997416,"Curveball","77","240","255",7.1394506567686165,7.139450656768613,"-15",4,0,4,15,0,15,"4:00","4:15","-0H 15M"
,"Pruitt, Austin","643493","R","CU","120","81.2","2841","15.5",0.6292056521139188,0.6318696817653606,38.42614076597911,32.616323032698574,"Curveball","63","285","300",5.809817733280539,5.8098177332805365,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"Weaver, Luke","596133","R","CU","242","81.6","2229","9.2",0.41380446128899623,0.5201511027939791,43.55772700382471,14.114194920257034,"Curveball","52","270","330",29.443532083567675,29.44353208356767,"-60",4,30,5,30,1,0,"4:30","5:30","-1H 00M"
,"Kluber, Corey","446372","R","CU","274","80.5","2558","16.6",0.6798218749718768,0.4997371625882363,66.26450259790853,94.3800092827808,"Curveball","50","225","165",-28.115506684872273,28.115506684872273,"60",3,45,2,45,1,0,"3:45","2:45","+1H 00M"
,"Bubic, Kris","663460","L","CU","33","80.4","2475","12.3",0.5230620641186826,0.5487692637067523,318.43052960518605,319.90460711535934,"Curveball","55","450","435",-1.474077510173288,1.4740775101733086,"15",7,30,7,15,0,15,"7:30","7:15","+0H 15M"
,"Espino, Paolo","502179","R","CU","24","71","3034","26",0.9934661925331028,0.9919282965145191,37.78601894456381,33.56055720190858,"Curveball","99","285","300",4.225461742655227,4.225461742655228,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"McGee, Easton","668834","R","CU","16","77.2","2165","15.8",0.6910529137503498,0.7313122531166297,62.65046712502598,46.81176580450034,"Curveball","73","240","270",15.838701320525644,15.83870132052565,"-30",4,0,4,30,0,30,"4:00","4:30","-0H 30M"
,"Jameson, Drey","686753","R","CU","25","80.8","2587","17.2",0.7391020905432967,0.5292776539468599,43.351552958624154,67.61029178972545,"Curveball","53","270","225",-24.258738831101297,24.258738831101297,"45",4,30,3,45,0,45,"4:30","3:45","+0H 45M"
,"Canning, Griffin","656288","R","CU","229","81.8","2428","15.9",0.6948090054982317,0.5205446897825678,25.841485989431533,52.27470793356646,"Curveball","52","315","255",-26.433221944134928,26.433221944134925,"60",5,15,4,15,1,0,"5:15","4:15","+1H 00M"
,"Miley, Wade","489119","L","CU","41","76","2429","15.5",0.6536178437960491,0.6197750656400134,311.5292285785379,322.3090045559264,"Curveball","62","450","435",-10.779775977388454,10.779775977388464,"15",7,30,7,15,0,15,"7:30","7:15","+0H 15M"
,"Eovaldi, Nathan","543135","R","CU","300","76","1956","15",0.6870410268081043,0.8314509568170784,45.762297979203254,40.69661946333551,"Curveball","83","270","285",5.065678515867745,5.06567851586775,"-15",4,30,4,45,0,15,"4:30","4:45","-0H 15M"
,"Blanco, Ronel","669854","R","CU","20","80","2211","12.2",0.5397836831131236,0.42520533737517074,32.10174786589647,66.53627307376932,"Curveball","43","300","225",-34.43452520787285,34.43452520787286,"75",5,0,3,45,1,15,"5:00","3:45","+1H 15M"
,"Toussaint, Touki","657053","R","CU","459","76.1","2439","20.6",0.8743775300624763,0.893189880914727,43.4282820819235,38.88454394536177,"Curveball","89","270","285",4.543738136561728,4.543738136561725,"-15",4,30,4,45,0,15,"4:30","4:45","-0H 15M"
,"Walker, Josh","677020","L","CU","72","83","2090","9.3",0.43028018113543104,0.37192000606281483,280.5711828368148,260.9079520187855,"Curveball","37","525","555",19.663230818029263,19.663230818029245,"-30",8,45,9,15,0,30,"8:45","9:15","-0H 30M"
,"Means, John","607644","L","CU","33","77.7","2274","15.7",0.6789194437256972,0.5679111651839855,319.02148592682704,300.5545993904238,"Curveball","57","435","480",18.46688653640325,18.46688653640327,"-45",7,15,8,0,0,45,"7:15","8:00","-0H 45M"
,"Hall, DL","669084","L","CU","15","80.7","2531","17.3",0.7291460704062831,0.7189566962342495,312.7790286849034,329.5611133591856,"Curveball","72","450","420",-16.782084674282203,16.782084674282245,"30",7,30,7,0,0,30,"7:30","7:00","+0H 30M"
,"Morton, Charlie","450203","R","CU","1218","82.3","3089","17.5",0.7133221846872765,0.6923542948720554,61.58964411658869,54.820084971941114,"Curveball","69","240","255",6.769559144647573,6.769559144647575,"-15",4,0,4,15,0,15,"4:00","4:15","-0H 15M"
,"Rutledge, Jackson","671131","R","CU","20","80.2","1945","12.9",0.6091327955419011,0.7727576673113838,39.94517984272386,25.250145236473855,"Curveball","77","285","315",14.695034606250005,14.695034606250006,"-30",4,45,5,15,0,30,"4:45","5:15","-0H 30M"
,"Selby, Colin","681882","R","CU","75","82.7","2616","21.8",0.9409365149933635,0.9066880000371424,24.324544128091105,35.72167139733514,"Curveball","91","315","285",-11.397127269244038,11.397127269244038,"30",5,15,4,45,0,30,"5:15","4:45","+0H 30M"
,"Newcomb, Sean","656794","L","CU","105","80.6","2796","21.3",0.8608697210343831,0.7393112743178292,322.36353957732183,309.3699399022736,"Curveball","74","435","465",12.993599675048245,12.99359967504826,"-30",7,15,7,45,0,30,"7:15","7:45","-0H 30M"
,"Graveman, Kendall","608665","R","CU","24","82.1","2506","11.9",0.5053088868616653,0.6114578993467874,56.72842208013235,39.3998727774418,"Curveball","61","240","285",17.328549302690547,17.328549302690543,"-45",4,0,4,45,0,45,"4:00","4:45","-0H 45M"
,"McArthur, James","663704","R","CU","127","82.2","2874","20.9",0.8776866046710954,0.8544555030568421,51.795106423931685,49.30427161714357,"Curveball","85","255","255",2.490834806788115,2.4908348067881265,"0",4,15,4,15,0,0,"4:15","4:15"," 0H 00M"
,"Taillon, Jameson","592791","R","CU","381","80.5","2726","16.5",0.6826786866014757,0.7151585991758608,45.85970797926814,41.846549112444706,"Curveball","72","270","270",4.0131588668234315,4.013158866823431,"0",4,30,4,30,0,0,"4:30","4:30"," 0H 00M"
,"Francis, Bowden","670102","R","CU","183","74.3","2611","22.2",0.9017224787373034,0.9152755310708567,42.85694331551164,50.266838076311075,"Curveball","92","270","255",-7.409894760799432,7.409894760799431,"15",4,30,4,15,0,15,"4:30","4:15","+0H 15M"
,"Pagán, Emilio","641941","R","CU","24","81.5","2569","13.3",0.556253482108091,0.5897118968514188,42.27185842763808,25.00930340155864,"Curveball","59","270","315",17.26255502607944,17.26255502607944,"-45",4,30,5,15,0,45,"4:30","5:15","-0H 45M"
,"Syndergaard, Noah","592789","R","CU","198","77.9","2219","11.8",0.5221155512722047,0.5992873342222519,66.36830845649727,79.88275189453717,"Curveball","60","225","195",-13.51444343803989,13.514443438039894,"30",3,45,3,15,0,30,"3:45","3:15","+0H 30M"
,"Civale, Aaron","650644","R","CU","483","78.1","2986","22.2",0.8767328200506123,0.7988886523415786,38.64707982987582,30.89770676408662,"Curveball","80","285","300",7.7493730657892,7.749373065789199,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"Busenitz, Alan","641427","R","CU","26","83.6","2717","12.9",0.5461489090636915,0.5805807536962387,38.715011482406624,20.622051947421966,"Curveball","58","285","315",18.092959534984658,18.092959534984658,"-30",4,45,5,15,0,30,"4:45","5:15","-0H 30M"
,"Duran, Jhoan","661395","R","CU","282","87.7","2697","11.5",0.49816024482336596,0.5282747825005197,46.200003508274136,19.346008563886897,"Curveball","53","270","315",26.85399494438724,26.853994944387242,"-45",4,30,5,15,0,45,"4:30","5:15","-0H 45M"
,"Gonzales, Marco","594835","L","CU","193","79.3","2206","12.5",0.5360760134925836,0.6416245576682097,328.4541124280198,350.5307872013168,"Curveball","64","420","375",-22.076674773296986,22.076674773296993,"45",7,0,6,15,0,45,"7:00","6:15","+0H 45M"
,"Wells, Tyler","669330","R","CU","142","74","2655","19.4",0.7724194573227922,0.7556893515694614,42.772750455213526,34.627391297786744,"Curveball","76","270","285",8.145359157426782,8.145359157426782,"-15",4,30,4,45,0,15,"4:30","4:45","-0H 15M"
,"Mushinski, Parker","656786","L","CU","83","81.7","2686","19.1",0.7843494590629475,0.8215654988125416,322.4747530523906,325.93742916151365,"Curveball","82","435","435",-3.462676109123038,3.4626761091230374,"0",7,15,7,15,0,0,"7:15","7:15"," 0H 00M"
,"Mayers, Mike","594577","R","CU","29","75.9","2419","17.4",0.7421409329697365,0.8125263051665063,50.15390458012541,40.27555144301189,"Curveball","81","255","285",9.878353137113521,9.878353137113516,"-30",4,15,4,45,0,30,"4:15","4:45","-0H 30M"
,"Hentges, Sam","656529","L","CU","298","80","2385","18.6",0.8104589477235643,0.8954085599021487,330.4278532085656,337.5659383188196,"Curveball","90","420","405",-7.138085110253996,7.138085110254004,"15",7,0,6,45,0,15,"7:00","6:45","+0H 15M"
,"Maton, Phil","664208","R","CU","417","73.8","3154","24.3",0.9215237475423355,0.9706304938765057,49.2694234018775,54.00202801921233,"Curveball","97","255","255",-4.732604617334829,4.732604617334817,"0",4,15,4,15,0,0,"4:15","4:15"," 0H 00M"
,"Bowman, Matt","621199","R","CU","25","81","2614","19.3",0.8213820106708389,0.6326763030449785,73.02102239732376,95.99133731477824,"Curveball","63","210","165",-22.970314917454473,22.970314917454463,"45",3,30,2,45,0,45,"3:30","2:45","+0H 45M"
,"Cabrera, Génesis","650893","L","CU","117","79.5","2311","13.2",0.5875029122343594,0.6735449028206796,316.3494406910824,314.04905714469214,"Curveball","67","450","450",2.3003835463902647,2.300383546390261,"0",7,30,7,30,0,0,"7:30","7:30"," 0H 00M"
,"Alcantara, Sandy","645261","R","CU","60","86.1","2462","6.2",0.27822933817343865,0.28534392769526534,70.72325908505745,38.121423381051926,"Curveball","29","225","285",32.601835704005524,32.60183570400553,"-60",3,45,4,45,1,0,"3:45","4:45","-1H 00M"
,"Dubin, Shawn","681869","R","CU","29","81.8","2651","21.4",0.9020325112467069,0.9102475657626117,27.857460274543598,28.8972522865526,"Curveball","91","300","300",-1.039792012009002,1.039792012009003,"0",5,0,5,0,0,0,"5:00","5:00"," 0H 00M"
,"Holton, Tyler","663947","L","CU","43","78.3","2565","18.8",0.7887790299948696,0.7858401006067816,323.99863572881986,333.53709761708154,"Curveball","79","435","420",-9.53846188826168,9.538461888261711,"15",7,15,7,0,0,15,"7:15","7:00","+0H 15M"
,"Thompson, Keegan","624522","R","CU","72","81.9","2694","18.2",0.7450179160963183,0.709843200177859,35.90645115780413,23.268311693392235,"Curveball","71","285","315",12.638139464411893,12.638139464411891,"-30",4,45,5,15,0,30,"4:45","5:15","-0H 30M"
,"Lugo, Seth","607625","R","CU","685","79.5","3241","23.4",0.9077141304455757,0.838082255110933,39.61031384916737,34.42810436590736,"Curveball","84","285","285",5.18220948326001,5.182209483260018,"0",4,45,4,45,0,0,"4:45","4:45"," 0H 00M"
,"Herrin, Tim","682120","L","CU","59","83.4","2450","13.4",0.5878126392598333,0.5593808058132832,313.8228651257941,295.38059098516015,"Curveball","56","450","495",18.44227414063397,18.442274140633955,"-45",7,30,8,15,0,45,"7:30","8:15","-0H 45M"
